Transcipt	KEGG_ID
MCU_005352-RA	K23552
MCU_002801-RA	K12822
MCU_003886-RB	K09404
MCU_004221-RA	K05725
MCU_011983-RA	
MCU_003867-RA	
MCU_002512-RA	
MCU_003005-RA	
MCU_006586-RA	
MCU_014228-RA	
MCU_001989-RB	K10694
MCU_010265-RA	K15528
MCU_008007-RA	K20131
MCU_001739-RA	K08203
MCU_001728-RA	K04354
MCU_001276-RA	K10798
MCU_006984-RA	K12567
MCU_012737-RA	K15168
MCU_001630-RA	K10756
MCOS_0000269601-mRNA-1	K22762
MCU_007657-RA	K12382
MCU_009528-RA	K01939
MCU_005962-RA	K17277
MCU_012369-RA	K02930
MCU_005569-RA	K13102
MCU_001195-RA	K07836
MCU_002707-RA	
MCOS_0000430001-mRNA-1	
MCU_012163-RD	K11364
MCU_000468-RB	
MCOS_0001059301-mRNA-1	
MCU_001240-RB	
MCU_005908-RA	K00759
MCU_001995-RA	
MCU_001119-RB	K03252
MCU_011602-RA	
MCU_002757-RB	K12823
MCU_007695-RA	
MCU_003263-RA	K11432
MCU_003507-RA	K07195
MCU_012573-RA	
MCU_001868-RB	
MCU_003313-RD	
MCU_003458-RB	K02678
MCU_008798-RA	K12614
MCU_001408-RA	K17795
MCU_006073-RA	
MCOS_0000920901-mRNA-1	K02886
MCU_013149-RA	
MCU_000058-RA	
MCU_007269-RB	
MCU_002614-RA	
MCU_001535-RA	
MCU_007000-RA	K07759
MCU_006687-RA	
MCU_005654-RC	K00864
MCU_005950-RA	
MCU_006090-RB	
MCU_013449-RA	K12040
MCU_002062-RA	
MCU_004896-RA	K01376
MCU_006703-RA
